topic,word,count,prop,score,x,y,helper,expected,expected_scaled,expected_D,expected_dv
0,gorgeously,10,0.0004741358873453132,0.21734,-1085.022964186472,-1407.3808814796741,0.00010304869375563036,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,elaborate,18,0.0008534445972215637,0.33018499999999995,-1085.022964186472,-1407.3808814796741,0.000281794604333602,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,continuation,4,0.00018965435493812526,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,rings,14,0.0006637902422834385,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,trilogy,8,0.00037930870987625047,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,column,3,0.00014224076620359397,-0.0011300000000000001,-1085.022964186472,-1407.3808814796741,-1.6073206581006113e-07,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,middle,94,0.004456877341045944,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,film,343,0.016262860935944243,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,courage,34,0.0016120620169740648,0.67184,-1085.022964186472,-1407.3808814796741,0.0010830477454838556,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,sacrifice,14,0.0006637902422834385,-0.06002,-1085.022964186472,-1407.3808814796741,-3.984069034185198e-05,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,disturbing,46,0.0021810250817884407,-0.53672,-1085.022964186472,-1407.3808814796741,-0.001170599781897492,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,lyrical,24,0.0011379261296287516,0.51765,-1085.022964186472,-1407.3808814796741,0.0005890474610023232,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,romance,47,0.002228438670522972,0.3858666666666665,-1085.022964186472,-1407.3808814796741,0.0008598802016657972,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,men,23,0.0010905125408942203,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,taking,59,0.002797401735337348,0.14197,-1085.022964186472,-1407.3808814796741,0.0003971471243658433,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,shaped,9,0.0004267222986107818,0.1067,-1085.022964186472,-1407.3808814796741,4.553126926177043e-05,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,story,442,0.020956806220662844,0.60044,-1085.022964186472,-1407.3808814796741,0.012583304727134795,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,compelling,119,0.0056422170594092255,0.21886999999999998,-1085.022964186472,-1407.3808814796741,0.0012349120477928974,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,turkey,12,0.0005689630648143758,0.23199999999999998,-1085.022964186472,-1407.3808814796741,0.0001319994310369352,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,cinema,87,0.004124982219904224,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,swear,8,0.00037930870987625047,-0.43826000000000004,-1085.022964186472,-1407.3808814796741,-0.00016623583519036555,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,drama,240,0.011379261296287515,-0.15067,-1085.022964186472,-1407.3808814796741,-0.00171451329951164,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,coming,138,0.006543075245365322,0.09287999999999999,-1085.022964186472,-1407.3808814796741,0.0006077208287895311,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,terms,48,0.002275852259257503,0.0,-1085.022964186472,-1407.3808814796741,0.0,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,live,49,0.0023232658479920344,0.4915766666666667,-1085.022964186472,-1407.3808814796741,0.0011420632813364312,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,time,6,0.0002844815324071879,0.08697,-1085.022964186472,-1407.3808814796741,2.474135887345313e-05,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,reading,36,0.0017068891944431275,0.07971,-1085.022964186472,-1407.3808814796741,0.0001360561376890617,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,times,69,0.003271537622682661,0.23851999999999998,-1085.022964186472,-1407.3808814796741,0.0007803271537622683,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,life,117,0.005547389881940164,0.43933,-1085.022964186472,-1407.3808814796741,0.0024371347968327717,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,honest,32,0.0015172348395050019,0.75695,-1085.022964186472,-1407.3808814796741,0.0011484709117633113,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
0,marriage,15,0.0007112038310179697,0.6382800000000001,-1085.022964186472,-1407.3808814796741,0.00045394718126214983,0.09794361323155214,1.0,0.01811444826470448,0.1814975657015538
