"","word","dataset","prop"
"7953","silentnomorepeace","metoo",1.71629623272977e-05
"7954","blessings","metoo",3.43259246545954e-05
"7955","2u","metoo",1.71629623272977e-05
"7956","wifes","metoo",1.71629623272977e-05
"7957","initiative","metoo",3.43259246545954e-05
"7958","stripped","metoo",3.43259246545954e-05
"7959","pureness","metoo",1.71629623272977e-05
"7960","sleepovers","metoo",1.71629623272977e-05
"7961","circle","metoo",3.43259246545954e-05
"7962","innuendos","metoo",1.71629623272977e-05
"7963","educated","metoo",3.43259246545954e-05
"7964","bares","metoo",1.71629623272977e-05
"7965","degrees","metoo",3.43259246545954e-05
"7966","bosom","metoo",1.71629623272977e-05
"7967","mobile","metoo",1.71629623272977e-05
"7968","🥂💓","metoo",1.71629623272977e-05
"7969","fifth","metoo",1.71629623272977e-05
"7970","coaxed","metoo",1.71629623272977e-05
"7971","simpsons","metoo",1.71629623272977e-05
"7972","rip","metoo",1.71629623272977e-05
"7973","sneaking","metoo",1.71629623272977e-05
"7974","peeking","metoo",1.71629623272977e-05
"7975","showered","metoo",1.71629623272977e-05
"7976","seventh","metoo",1.71629623272977e-05
"7977","roaming","metoo",1.71629623272977e-05
"7978","rooftops","metoo",1.71629623272977e-05
"7979","39","metoo",3.43259246545954e-05
"7980","kilimalesurvivor","metoo",1.71629623272977e-05
"7981","wordpress","metoo",1.71629623272977e-05
"7982","reess","metoo",1.71629623272977e-05
"7983","samsosa","metoo",1.71629623272977e-05
"7984","wp","metoo",1.71629623272977e-05
"7985","devastating","metoo",1.71629623272977e-05
"7986","spotlight","metoo",1.71629623272977e-05
"7987","advocate","metoo",3.43259246545954e-05
"7988","dividing","metoo",1.71629623272977e-05
"7989","that'd","metoo",1.71629623272977e-05
"7990","howdy","metoo",1.71629623272977e-05
"7991","2009","metoo",1.71629623272977e-05
"7992","2006","metoo",3.43259246545954e-05
"7993","platoon","metoo",1.71629623272977e-05
"7994","ranked","metoo",1.71629623272977e-05
"7995","climbing","metoo",1.71629623272977e-05
"7996","yourenotalone","metoo",1.71629623272977e-05
"7997","posited","metoo",1.71629623272977e-05
"7998","tweet","metoo",3.43259246545954e-05
"7999","informed","metoo",3.43259246545954e-05
"8000","stranger's","metoo",1.71629623272977e-05
"8001","reads","metoo",1.71629623272977e-05
"8002","edited","metoo",3.43259246545954e-05
"8003","mistakenly","metoo",1.71629623272977e-05
"8004","quotes","metoo",1.71629623272977e-05
"8005","noticing","metoo",1.71629623272977e-05
"8006","“interesting","metoo",1.71629623272977e-05
"8007","referencing","metoo",1.71629623272977e-05
"8008","sexism","metoo",5.14888869818931e-05
"8009","ing","metoo",1.71629623272977e-05
"8010","'write","metoo",1.71629623272977e-05
"8011","'while","metoo",1.71629623272977e-05
"8012","umbrella","metoo",3.43259246545954e-05
"8013","fallen","metoo",1.71629623272977e-05
"8014","pressured","metoo",5.14888869818931e-05
"8015","engage","metoo",1.71629623272977e-05
"8016","sweetie","metoo",1.71629623272977e-05
"8017","diminish","metoo",1.71629623272977e-05
"8018","smh","metoo",3.43259246545954e-05
"8019","forethought","metoo",1.71629623272977e-05
"8020","trigger","metoo",3.43259246545954e-05
"8021","spectrum","metoo",1.71629623272977e-05
"8022","includes","metoo",1.71629623272977e-05
"8023","intend","metoo",1.71629623272977e-05
"8024","presenting","metoo",1.71629623272977e-05
"8025","contemplated","metoo",1.71629623272977e-05
"8026","motivate","metoo",1.71629623272977e-05
"8027","jazz","metoo",1.71629623272977e-05
"8028","whathappensinthishousestaysinthishouse","metoo",1.71629623272977e-05
"8029","sis","metoo",1.71629623272977e-05
"8030","weakness","metoo",1.71629623272977e-05
"8031","insecurities","metoo",1.71629623272977e-05
"8032","mannnn","metoo",1.71629623272977e-05
"8033","kind've","metoo",1.71629623272977e-05
"8034","beloved","metoo",1.71629623272977e-05
"8035","spoiled","metoo",1.71629623272977e-05
"8036","yous","metoo",1.71629623272977e-05
"8037","believers","metoo",1.71629623272977e-05
"8038","projects","metoo",1.71629623272977e-05
"8039","💋👊🏽👊🏽","metoo",1.71629623272977e-05
"8040","iamjazziskye","metoo",1.71629623272977e-05
"8041","sexualabuseawareness","metoo",1.71629623272977e-05
"8042","abuseathome","metoo",1.71629623272977e-05
"8043","sexualabusehappens","metoo",1.71629623272977e-05
"8044","physicalabusehappens","metoo",1.71629623272977e-05
"8045","dontshutup","metoo",1.71629623272977e-05
"8046","tellsomeone","metoo",1.71629623272977e-05
"8047","stopthehush","metoo",1.71629623272977e-05
"8048","ourstory","metoo",1.71629623272977e-05
"8049","livethroughit","metoo",1.71629623272977e-05
"8050","iloveyall","metoo",1.71629623272977e-05
"8051","feelfreetoshare","metoo",1.71629623272977e-05
"8052","addressing","metoo",1.71629623272977e-05
"8053","bits","metoo",5.14888869818931e-05
"8054","walled","metoo",1.71629623272977e-05
"8055","68","metoo",1.71629623272977e-05
"8056","manipulée","metoo",1.71629623272977e-05
"8057","puis","metoo",1.71629623272977e-05
"8058","humiliée","metoo",1.71629623272977e-05
"8059","fait","metoo",1.71629623272977e-05
"8060","moisit","metoo",1.71629623272977e-05
"8061","moi","metoo",6.86518493091908e-05
"8062","depuis","metoo",1.71629623272977e-05
"8063","honte","metoo",1.71629623272977e-05
"8064","venue","metoo",3.43259246545954e-05
"8065","l'intérieur","metoo",1.71629623272977e-05
"8066","après","metoo",1.71629623272977e-05
"8067","celui","metoo",1.71629623272977e-05
"8068","eu","metoo",1.71629623272977e-05
"8069","accès","metoo",1.71629623272977e-05
"8070","consentement","metoo",1.71629623272977e-05
"8071","dois","metoo",1.71629623272977e-05
"8072","trainer","metoo",1.71629623272977e-05
"8073","boulet","metoo",1.71629623272977e-05
"8074","ventre","metoo",1.71629623272977e-05
"8075","encore","metoo",3.43259246545954e-05
"8076","voyez","metoo",1.71629623272977e-05
"8077","cache","metoo",1.71629623272977e-05
"8078","underdeveloped","metoo",1.71629623272977e-05
"8079","absurdly","metoo",1.71629623272977e-05
"8080","brazil","metoo",1.71629623272977e-05
"8081","scientific","metoo",1.71629623272977e-05
"8082","menace","metoo",1.71629623272977e-05
"8083","species","metoo",1.71629623272977e-05
"8084","nations","metoo",3.43259246545954e-05
"8085","development","metoo",6.86518493091908e-05
"8086","hdr","metoo",1.71629623272977e-05
"8087","inequality","metoo",3.43259246545954e-05
"8088","barrier","metoo",1.71629623272977e-05
"8089","strides","metoo",1.71629623272977e-05
"8090","1990","metoo",1.71629623272977e-05
"8091","gained","metoo",1.71629623272977e-05
"8092","equity","metoo",1.71629623272977e-05
"8093","disadvantages","metoo",1.71629623272977e-05
"8094","source","metoo",1.71629623272977e-05
"8095","discriminated","metoo",1.71629623272977e-05
"8096","representation","metoo",1.71629623272977e-05
"8097","labour","metoo",1.71629623272977e-05
"8098","market","metoo",3.43259246545954e-05
"8099","—with","metoo",1.71629623272977e-05
"8100","capabilities","metoo",1.71629623272977e-05
"8101","rug","metoo",3.43259246545954e-05
"8102","bombs","metoo",3.43259246545954e-05
"8103","blown","metoo",1.71629623272977e-05
"8104","delays","metoo",1.71629623272977e-05
"8105","afyer","metoo",1.71629623272977e-05
"8106","conspiracy","metoo",1.71629623272977e-05
"8107","brooke","metoo",1.71629623272977e-05
"8108","frustrating","metoo",1.71629623272977e-05
"8109","strive","metoo",1.71629623272977e-05
"8110","preserve","metoo",1.71629623272977e-05
"8111","francisco","metoo",1.71629623272977e-05
"8112","sf","metoo",1.71629623272977e-05
"8113","cared","metoo",6.86518493091908e-05
"8114","cept","metoo",1.71629623272977e-05
"8115","transgender","metoo",1.71629623272977e-05
"8116","mtf","metoo",1.71629623272977e-05
"8117","approve","metoo",1.71629623272977e-05
"8118","messaging","metoo",1.71629623272977e-05
"8119","reached","metoo",8.58148116364885e-05
"8120","journalist","metoo",1.71629623272977e-05
"8121","buy","metoo",1.71629623272977e-05
"8122","sweets","metoo",1.71629623272977e-05
"8123","persecuted","metoo",1.71629623272977e-05
"8124","nodded","metoo",1.71629623272977e-05
"8125","quote","metoo",3.43259246545954e-05
"8126","panicked","metoo",3.43259246545954e-05
"8127","bicycle","metoo",1.71629623272977e-05
"8128","❤️never","metoo",1.71629623272977e-05
"8129","account","metoo",1.71629623272977e-05
"8130","saddest","metoo",1.71629623272977e-05
"8131","'aftermath'","metoo",1.71629623272977e-05
"8132","decide","metoo",3.43259246545954e-05
"8133","'me'","metoo",1.71629623272977e-05
"8134","alertevery","metoo",1.71629623272977e-05
"8135","15th","metoo",3.43259246545954e-05
"8136","mourning","metoo",1.71629623272977e-05
"8137","village","metoo",5.14888869818931e-05
"8138","mattresses","metoo",1.71629623272977e-05
"8139","borrow","metoo",3.43259246545954e-05
"8140","library","metoo",1.71629623272977e-05
"8141","fever","metoo",1.71629623272977e-05
"8142","jeans","metoo",1.71629623272977e-05
"8143","sleeved","metoo",1.71629623272977e-05
"8144","houses","metoo",5.14888869818931e-05
"8145","communal","metoo",1.71629623272977e-05
"8146","bathrooms","metoo",1.71629623272977e-05
"8147","hhear","metoo",1.71629623272977e-05
"8148","knelt","metoo",1.71629623272977e-05
"8149","pelvic","metoo",1.71629623272977e-05
"8150","dispose","metoo",1.71629623272977e-05
"8151","tank","metoo",1.71629623272977e-05
"8152","storied","metoo",1.71629623272977e-05
"8153","completed","metoo",1.71629623272977e-05
"8154","tenants","metoo",1.71629623272977e-05
"8155","househis","metoo",1.71629623272977e-05
"8156","daughetr","metoo",1.71629623272977e-05
"8157","unlocked","metoo",1.71629623272977e-05
"8158","shs","metoo",1.71629623272977e-05
"8159","moneyi","metoo",1.71629623272977e-05
"8160","ugx","metoo",1.71629623272977e-05
"8161","dollars","metoo",3.43259246545954e-05
"8162","myslef","metoo",1.71629623272977e-05
"8163","mf","metoo",1.71629623272977e-05
"8164","couseins","metoo",1.71629623272977e-05
"8165","scrabbing","metoo",1.71629623272977e-05
"8166","celan","metoo",1.71629623272977e-05
"8167","2007","metoo",3.43259246545954e-05
"8168","bald","metoo",1.71629623272977e-05
"8169","fuck's","metoo",1.71629623272977e-05
"8170","sake","metoo",3.43259246545954e-05
"8171","grooming","metoo",1.71629623272977e-05
"8172","uganda","metoo",1.71629623272977e-05
"8173","smarter","metoo",1.71629623272977e-05
"8174","1974","metoo",1.71629623272977e-05
"8175","75","metoo",1.71629623272977e-05
"8176","ft","metoo",1.71629623272977e-05
"8177","bragg","metoo",1.71629623272977e-05
"8178","lebanon","metoo",1.71629623272977e-05
"8179","leavenworth","metoo",1.71629623272977e-05
"8180","37","metoo",1.71629623272977e-05
"8181","old😢","metoo",1.71629623272977e-05
"8182","'play","metoo",1.71629623272977e-05
"8183","house'","metoo",1.71629623272977e-05
"8184","upperclasman","metoo",1.71629623272977e-05
"8185","bargaining","metoo",1.71629623272977e-05
"8186","flooded","metoo",1.71629623272977e-05
"8187","seniors","metoo",1.71629623272977e-05
"8188","relatives","metoo",3.43259246545954e-05
"8189","apus","metoo",1.71629623272977e-05
"8190","creeps","metoo",3.43259246545954e-05
"8191","drew","metoo",1.71629623272977e-05
"8192","caption","metoo",1.71629623272977e-05
"8193","announcing","metoo",1.71629623272977e-05
"8194","relieve","metoo",1.71629623272977e-05
"8195","ritually","metoo",1.71629623272977e-05
"8196","churches","metoo",1.71629623272977e-05
"8197","illness’s","metoo",1.71629623272977e-05
"8198","rooted","metoo",1.71629623272977e-05
"8199","fancy","metoo",1.71629623272977e-05
"8200","irresponsible","metoo",1.71629623272977e-05
"8201","liam","metoo",0.000102977773963786
"8202","austin","metoo",8.58148116364885e-05
"8203","liam’s","metoo",1.71629623272977e-05
"8204","austin’s","metoo",5.14888869818931e-05
"8205","hip","metoo",8.58148116364885e-05
"8206","pillow","metoo",3.43259246545954e-05
"8207","circling","metoo",5.14888869818931e-05
"8208","tf","metoo",1.71629623272977e-05
"8209","bearing","metoo",1.71629623272977e-05
"8210","caitlin","metoo",1.71629623272977e-05
"8211","upstairs”","metoo",1.71629623272977e-05
"8212","thursday","metoo",1.71629623272977e-05
"8213","sorted","metoo",1.71629623272977e-05
"8214","scariest","metoo",3.43259246545954e-05
"8215","whoever","metoo",1.71629623272977e-05
"8216","cps","metoo",3.43259246545954e-05
"8217","backthere","metoo",1.71629623272977e-05
"8218","chill","metoo",1.71629623272977e-05
"8219","behindthere","metoo",1.71629623272977e-05
"8220","😥😥😥😥he","metoo",1.71629623272977e-05
"8221","ways💔💔💔he","metoo",1.71629623272977e-05
"8222","naked😥😥😥😥i","metoo",1.71629623272977e-05
"8223","there😪😪😪😪to","metoo",1.71629623272977e-05
"8224","poison","metoo",1.71629623272977e-05
"8225","himhe","metoo",1.71629623272977e-05
"8226","handcuffs","metoo",1.71629623272977e-05
"8227","siren","metoo",3.43259246545954e-05
"8228","metooyeah","metoo",1.71629623272977e-05
"8229","flip","metoo",1.71629623272977e-05
"8230","directed","metoo",1.71629623272977e-05
"8231","anatomy","metoo",1.71629623272977e-05
"8232","theater","metoo",1.71629623272977e-05
"8233","whistles","metoo",1.71629623272977e-05
"8234","jam","metoo",1.71629623272977e-05
"8235","tongues","metoo",1.71629623272977e-05
"8236","mmmm","metoo",1.71629623272977e-05
"8237","world's","metoo",3.43259246545954e-05
"8238","wo","metoo",1.71629623272977e-05
"8239","creator","metoo",1.71629623272977e-05
"8240","conditioning","metoo",1.71629623272977e-05
"8241","spieces","metoo",1.71629623272977e-05
"8242","generation","metoo",3.43259246545954e-05
"8243","repeated","metoo",1.71629623272977e-05
"8244","adjusted","metoo",1.71629623272977e-05
"8245","assimilate","metoo",1.71629623272977e-05
"8246","purest","metoo",1.71629623272977e-05
"8247","unexpectiable","metoo",1.71629623272977e-05
"8248","ethics","metoo",1.71629623272977e-05
"8249","unity","metoo",1.71629623272977e-05
"8250","thyself","metoo",1.71629623272977e-05
"8251","invented","metoo",1.71629623272977e-05
"8252","th3","metoo",1.71629623272977e-05
"8253","evolve","metoo",1.71629623272977e-05
"8254","unconditional","metoo",1.71629623272977e-05
"8255","no1","metoo",1.71629623272977e-05
"8256","repeats","metoo",1.71629623272977e-05
"8257","every1","metoo",1.71629623272977e-05
"8258","in2","metoo",1.71629623272977e-05
"8259","equal","metoo",3.43259246545954e-05
"8260","crooked","metoo",1.71629623272977e-05
"8261","differnce","metoo",1.71629623272977e-05
"8262","captial","metoo",1.71629623272977e-05
"8263","1s","metoo",1.71629623272977e-05
"8264","cousz","metoo",1.71629623272977e-05
"8265","isusse","metoo",1.71629623272977e-05
"8266","eva","metoo",1.71629623272977e-05
"8267","medically","metoo",1.71629623272977e-05
"8268","bcz","metoo",3.43259246545954e-05
"8269","could'nt","metoo",1.71629623272977e-05
"8270","emotionless","metoo",1.71629623272977e-05
"8271","genuinely","metoo",1.71629623272977e-05
"8272","pleased","metoo",3.43259246545954e-05
"8273","plans","metoo",1.71629623272977e-05
"8274","sang","metoo",1.71629623272977e-05
"8275","shelf","metoo",1.71629623272977e-05
"8276","sucking","metoo",1.71629623272977e-05
"8277","required","metoo",1.71629623272977e-05
"8278","fewer","metoo",1.71629623272977e-05
"8279","wearesurvivors","metoo",1.71629623272977e-05
"8280","wonna","metoo",1.71629623272977e-05
"8281","neglence","metoo",1.71629623272977e-05
"8282","separation","metoo",1.71629623272977e-05
"8283","indian","metoo",1.71629623272977e-05
"8284","reservation","metoo",1.71629623272977e-05
"8285","maney","metoo",1.71629623272977e-05
"8286","[4","metoo",1.71629623272977e-05
"8287","mind]","metoo",1.71629623272977e-05
"8288","stayed16","metoo",1.71629623272977e-05
"8289","horses","metoo",1.71629623272977e-05
"8290","ranch","metoo",1.71629623272977e-05
"8291","trim","metoo",1.71629623272977e-05
"8292","orchard","metoo",1.71629623272977e-05
"8293","christine","metoo",5.14888869818931e-05
"8294","toutes","metoo",1.71629623272977e-05
"8295","femmes","metoo",1.71629623272977e-05
"8296","été","metoo",1.71629623272977e-05
"8297","victimes","metoo",1.71629623272977e-05
"8298","d'harcèlements","metoo",1.71629623272977e-05
"8299","d'agressions","metoo",1.71629623272977e-05
"8300","sexuelles","metoo",1.71629623272977e-05
"8301","écrivent","metoo",1.71629623272977e-05
"8302","statut","metoo",1.71629623272977e-05
"8303","pourrons","metoo",1.71629623272977e-05
"8304","donner","metoo",1.71629623272977e-05
"8305","aux","metoo",1.71629623272977e-05
"8306","gens","metoo",1.71629623272977e-05
"8307","une","metoo",1.71629623272977e-05
"8308","idée","metoo",1.71629623272977e-05
"8309","l'ampleur","metoo",1.71629623272977e-05
"8310","problème","metoo",1.71629623272977e-05
"8311","mermaid","metoo",1.71629623272977e-05
"8312","barbados","metoo",1.71629623272977e-05
"8313","caribbean","metoo",1.71629623272977e-05
"8314","pointing","metoo",1.71629623272977e-05
"8315","plagued","metoo",1.71629623272977e-05
"8316","outcries","metoo",1.71629623272977e-05
"8317","forums","metoo",1.71629623272977e-05
"8318","heated","metoo",1.71629623272977e-05
"8319","debate","metoo",1.71629623272977e-05
"8320","lifestory","metoo",1.71629623272977e-05
"8321","movements","metoo",1.71629623272977e-05
"8322","brand","metoo",1.71629623272977e-05
"8323","hides","metoo",1.71629623272977e-05
"8324","lesser","metoo",1.71629623272977e-05
"8325","regions","metoo",1.71629623272977e-05
"8326","religions","metoo",1.71629623272977e-05
"8327","economic","metoo",1.71629623272977e-05
"8328","backgrounds","metoo",1.71629623272977e-05
"8329","capacity","metoo",1.71629623272977e-05
"8330","'i","metoo",1.71629623272977e-05
"8331","feather'","metoo",1.71629623272977e-05
"8332","feathers","metoo",1.71629623272977e-05
"8333","parebts","metoo",1.71629623272977e-05
"8334","bever","metoo",1.71629623272977e-05
"8335","ridden","metoo",1.71629623272977e-05
"8336","autism","metoo",3.43259246545954e-05
"8337","bumpy","metoo",1.71629623272977e-05
"8338","smooth","metoo",1.71629623272977e-05
"8339","💖","metoo",1.71629623272977e-05
"8340","neighbors'","metoo",1.71629623272977e-05
"8341","useless","metoo",1.71629623272977e-05
"8342","priest","metoo",3.43259246545954e-05
"8343","judgmental","metoo",1.71629623272977e-05
"8344","passive","metoo",1.71629623272977e-05
"8345","communicating","metoo",1.71629623272977e-05
"8346","41","metoo",1.71629623272977e-05
"8347","evicted","metoo",1.71629623272977e-05
"8348","apts","metoo",1.71629623272977e-05
"8349","invalidate","metoo",3.43259246545954e-05
"8350","negate","metoo",1.71629623272977e-05
"8351","statuses","metoo",1.71629623272977e-05
"8352","backside","metoo",1.71629623272977e-05
"8353","licking","metoo",3.43259246545954e-05
"8354","invested","metoo",1.71629623272977e-05
"8355","pepper","metoo",1.71629623272977e-05
"8356","spray","metoo",1.71629623272977e-05
"8357","digital","metoo",1.71629623272977e-05
"8358","amazes","metoo",1.71629623272977e-05
"8359","stepmom","metoo",1.71629623272977e-05
"8360","3yr","metoo",1.71629623272977e-05
"8361","untrue","metoo",1.71629623272977e-05
"8362","wells","metoo",1.71629623272977e-05
"8363","fargo","metoo",1.71629623272977e-05
"8364","bart","metoo",1.71629623272977e-05
"8365","simpson","metoo",1.71629623272977e-05
"8366","weights","metoo",1.71629623272977e-05
"8367","natural","metoo",3.43259246545954e-05
"8368","punishing","metoo",1.71629623272977e-05
"8369","“yes","metoo",1.71629623272977e-05
"8370","freinds","metoo",1.71629623272977e-05
"8371","baileys","metoo",1.71629623272977e-05
"8372","cup","metoo",1.71629623272977e-05
"8373","gin","metoo",1.71629623272977e-05
"8374","silly","metoo",1.71629623272977e-05
"8375","misunderstanding","metoo",1.71629623272977e-05
"8376","bragging","metoo",1.71629623272977e-05
"8377","easter","metoo",1.71629623272977e-05
"8378","bbq","metoo",1.71629623272977e-05
"8379","mums","metoo",1.71629623272977e-05
"8380","goodbye","metoo",1.71629623272977e-05
"8381","poncho","metoo",1.71629623272977e-05
"8382","handmade","metoo",1.71629623272977e-05
"8383","cities","metoo",1.71629623272977e-05
"8384","drugging","metoo",1.71629623272977e-05
"8385","continues","metoo",1.71629623272977e-05
"8386","dearcatcallers","metoo",1.71629623272977e-05
"8387","motor","metoo",1.71629623272977e-05
"8388","undergraduate","metoo",1.71629623272977e-05
"8389","viscous","metoo",1.71629623272977e-05
"8390","granted","metoo",1.71629623272977e-05
"8391","mentors","metoo",1.71629623272977e-05
"8392","brene'","metoo",1.71629623272977e-05
"8393","jaime","metoo",1.71629623272977e-05
"8394","brainerd","metoo",1.71629623272977e-05
"8395","income","metoo",1.71629623272977e-05
"8396","naturally","metoo",1.71629623272977e-05
"8397","extra","metoo",1.71629623272977e-05
"8398","year's","metoo",1.71629623272977e-05
"8399","lady's","metoo",1.71629623272977e-05
"8400","😘😘","metoo",1.71629623272977e-05
"8401","cuando","metoo",0.000188792585600275
"8402","dijeron","metoo",6.86518493091908e-05
"8403","estaba","metoo",0.000154466660945679
"8404","inventando","metoo",1.71629623272977e-05
"8405","creando","metoo",1.71629623272977e-05
"8406","cabeza","metoo",1.71629623272977e-05
"8407","porque","metoo",0.000120140736291084
"8408","había","metoo",5.14888869818931e-05
"8409","tomando","metoo",3.43259246545954e-05
"8410","poco","metoo",3.43259246545954e-05
"8411","demás","metoo",1.71629623272977e-05
"8412","para","metoo",0.000463399982837038
"8413","tanto","metoo",0.000360422208873252
"8414","han","metoo",8.58148116364885e-05
"8415","dicho","metoo",3.43259246545954e-05
"8416","“ay","metoo",8.58148116364885e-05
"8417","tanto”","metoo",3.43259246545954e-05
"8418","tantas","metoo",8.58148116364885e-05
"8419","veces","metoo",8.58148116364885e-05
"8420","empecé","metoo",3.43259246545954e-05
"8421","creer","metoo",3.43259246545954e-05
"8422","equivocada","metoo",3.43259246545954e-05
"8423","lo","metoo",0.000102977773963786
"8424","ellos","metoo",5.14888869818931e-05
"8425","habían","metoo",6.86518493091908e-05
"8426","hecho","metoo",3.43259246545954e-05
"8427","tan","metoo",0.000102977773963786
"8428","mal","metoo",6.86518493091908e-05
"8429","sí","metoo",6.86518493091908e-05
"8430","quizás","metoo",5.14888869818931e-05
"8431","pasó","metoo",1.71629623272977e-05
"8432","raya","metoo",1.71629623272977e-05
"8433","fue","metoo",0.000137303698618382
"8434","mucho…","metoo",1.71629623272977e-05
"8435","“pero","metoo",1.71629623272977e-05
"8436","esther","metoo",5.14888869818931e-05
"8437","amigos","metoo",8.58148116364885e-05
"8438","tiempo","metoo",3.43259246545954e-05
"8439","así”","metoo",1.71629623272977e-05
"8440","estas","metoo",3.43259246545954e-05
"8441","las","metoo",6.86518493091908e-05
"8442","respuestas","metoo",1.71629623272977e-05
"8443","cercanos","metoo",1.71629623272977e-05
"8444","quienes","metoo",3.43259246545954e-05
"8445","amo","metoo",1.71629623272977e-05
"8446","confío","metoo",1.71629623272977e-05
"8447","comentaba","metoo",1.71629623272977e-05
"8448","qué","metoo",5.14888869818931e-05
"8449","quería","metoo",3.43259246545954e-05
"8450","este","metoo",1.71629623272977e-05
"8451","hombre","metoo",1.71629623272977e-05
"8452","parte","metoo",1.71629623272977e-05
"8453","vida","metoo",1.71629623272977e-05
"8454","según","metoo",3.43259246545954e-05
"8455","violentado","metoo",1.71629623272977e-05
"8456","como","metoo",1.71629623272977e-05
"8457","volver","metoo",3.43259246545954e-05
"8458","hablarle","metoo",1.71629623272977e-05
"8459","esa","metoo",3.43259246545954e-05
"8460","persona","metoo",3.43259246545954e-05
"8461","quisieron","metoo",1.71629623272977e-05
"8462","hacer","metoo",1.71629623272977e-05
"8463","sentir","metoo",3.43259246545954e-05
"8464","haciendo","metoo",1.71629623272977e-05
"8465","cosas","metoo",3.43259246545954e-05
"8466","mal…","metoo",1.71629623272977e-05
"8467","”no","metoo",3.43259246545954e-05
"8468","andrés","metoo",1.71629623272977e-05
"8469","torres","metoo",1.71629623272977e-05
"8470","quién","metoo",3.43259246545954e-05
"8471","mejor","metoo",3.43259246545954e-05
"8472","amigo","metoo",1.71629623272977e-05
"8473","decidió","metoo",8.58148116364885e-05
"8474","aprovecharse","metoo",1.71629623272977e-05
"8475","completamente","metoo",1.71629623272977e-05
"8476","borracha","metoo",1.71629623272977e-05
"8477","podía","metoo",1.71629623272977e-05
"8478","moverme","metoo",1.71629623272977e-05
"8479","después","metoo",5.14888869818931e-05
"8480","vomitar","metoo",1.71629623272977e-05
"8481","desvestirme","metoo",1.71629623272977e-05
"8482","cuarto","metoo",6.86518493091908e-05
"8483","oscuro","metoo",1.71629623272977e-05
"8484","colchón","metoo",1.71629623272977e-05
"8485","puso","metoo",1.71629623272977e-05
"8486","suelo","metoo",1.71629623272977e-05
"8487","intentaría","metoo",1.71629623272977e-05
"8488","penetrarme","metoo",1.71629623272977e-05
"8489","luego","metoo",5.14888869818931e-05
"8490","dejarme","metoo",1.71629623272977e-05
"8491","desnuda","metoo",1.71629623272977e-05
"8492","amiga","metoo",1.71629623272977e-05
"8493","ese","metoo",6.86518493091908e-05
"8494","vista","metoo",1.71629623272977e-05
"8495","llamé","metoo",1.71629623272977e-05
"8496","nunca","metoo",1.71629623272977e-05
"8497","dijo","metoo",6.86518493091908e-05
"8498","verdad","metoo",1.71629623272977e-05
"8499","loca”","metoo",1.71629623272977e-05
"8500","doctora","metoo",1.71629623272977e-05
"8501","confirmó","metoo",1.71629623272977e-05
"8502","rastros","metoo",1.71629623272977e-05
"8503","penetración","metoo",3.43259246545954e-05
"8504","cuerpo","metoo",5.14888869818931e-05
"8505","mostraba","metoo",1.71629623272977e-05
"8506","señales","metoo",3.43259246545954e-05
"8507","ocurrido","metoo",3.43259246545954e-05
"8508","forzada","metoo",1.71629623272977e-05
"8509","aun","metoo",3.43259246545954e-05
"8510","asi","metoo",1.71629623272977e-05
"8511","personas","metoo",6.86518493091908e-05
"8512","creían","metoo",1.71629623272977e-05
"8513","hechos","metoo",1.71629623272977e-05
"8514","volví","metoo",1.71629623272977e-05
"8515","emborrachar","metoo",1.71629623272977e-05
"8516","una","metoo",0.000120140736291084
"8517","fiesta","metoo",3.43259246545954e-05
"8518","fui","metoo",1.71629623272977e-05
"8519","acostar","metoo",1.71629623272977e-05
"8520","cama","metoo",3.43259246545954e-05
"8521","hubieron","metoo",1.71629623272977e-05
"8522","varios","metoo",1.71629623272977e-05
"8523","hombres","metoo",5.14888869818931e-05
"8524","entraron","metoo",1.71629623272977e-05
"8525","al","metoo",5.14888869818931e-05
"8526","dieron","metoo",1.71629623272977e-05
"8527","nalgadas","metoo",1.71629623272977e-05
"8528","pensando","metoo",1.71629623272977e-05
"8529","juego","metoo",1.71629623272977e-05
"8530","risas","metoo",1.71629623272977e-05
"8531","daban","metoo",1.71629623272977e-05
"8532","nalgada","metoo",1.71629623272977e-05
"8533","salían","metoo",1.71629623272977e-05
"8534","corriendo","metoo",1.71629623272977e-05
"8535","solo","metoo",6.86518493091908e-05
"8536","pasar","metoo",1.71629623272977e-05
"8537","borrachera","metoo",1.71629623272977e-05
"8538","estos","metoo",1.71629623272977e-05
"8539","aprovecharon","metoo",1.71629623272977e-05
"8540","momento","metoo",3.43259246545954e-05
"8541","“hacerse","metoo",1.71629623272977e-05
"8542","chistosos”","metoo",1.71629623272977e-05
"8543","tanto…","metoo",3.43259246545954e-05
"8544","salí","metoo",1.71629623272977e-05
"8545","llorando","metoo",3.43259246545954e-05
"8546","gritando","metoo",1.71629623272977e-05
"8547","preguntando","metoo",1.71629623272977e-05
"8548","todos","metoo",3.43259246545954e-05
"8549","reían","metoo",1.71629623272977e-05
"8550","nuevamente","metoo",3.43259246545954e-05
"8551","loca","metoo",1.71629623272977e-05
"8552","estuvimos","metoo",1.71629623272977e-05
"8553","bailando","metoo",1.71629623272977e-05
"8554","disfrutando","metoo",1.71629623272977e-05
"8555","ida","metoo",1.71629623272977e-05
"8556","estados","metoo",1.71629623272977e-05
"8557","unidos","metoo",1.71629623272977e-05
"8558","terneus","metoo",1.71629623272977e-05
"8559","aprovechó","metoo",1.71629623272977e-05
"8560","nuestro","metoo",1.71629623272977e-05
